cleanup_name,location_address,city_name,state_code,postal_code,county_name,epa_id,brownfields_link_csv,rcra_csv,superfund_link_csv,echo_link_csv,response_link_csv,re_powering_csv,frs_link_csv,map_site_csv,geoid,tract_latitude,tract_longitude,lat,lon,frs
COUNCIL ON AGING,159 MORGAN STREET SW,AIKEN,SC,29801,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:243249",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.56262 -81.719129,45003021400,+33.5732059,-081.7228476,33.565376,-81.729004,
CREASON BUILDING,1247 SUMTER STREET,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:133944",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32456,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045010983,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.002422 -81.032211,45079003100,+34.0078902,-081.0307786,34.00242,-81.03221,110045010983
CSX,297 W. MAIN STREET,SPARTANBURG,SC,29306,SPARTANBURG,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:134902",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32503,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044214285,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.947663 -81.937472,45083020800,+34.9367442,-081.9385301,34.948105,-81.936066,110044214285
CSX RAIL LINE/SWAMP RABBIT,UNKNOWN,GREENVILLE,SC,29601,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:14772",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30414,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039546774,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.84803 -82.400238,45045000700,+34.8504139,-082.4126907,34.8487299,-82.4040922,110039546774
CURTIS YOUNG PROPERTY,503 DARTMOUTH ST,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:107181",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31904,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043424862,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.051744 -81.0453,45079000300,+34.0467069,-081.0624544,34.05172,-81.04526,110043424862
CURTISS-WRIGHT HANGER,AIRPORT BOULEVARD,COLUMBIA,SC,29205,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:133557",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32452,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045010545,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.97544 -81.00328,45079002602,+33.9798771,-081.0027441,33.9778511,-81.0015119,110045010545
"DEWEY DUCKETT, JR.",5105 MONTICELLO ROAD,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:114901",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32099,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043082473,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.0508 -81.04466,45079000300,+34.0467069,-081.0624544,34.05086,-81.04466,110043082473
DICKS MOTOR SERVICE,201 N MAIN ST,ALLENDALE,SC,29810,ALLENDALE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:71661",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30923,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017014130,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.00916 -81.30747,45005970300,+33.0551986,-081.2151634,33.033735,-81.23482,110017014130
DILMAR OIL PROPERTY,"100, 104, AND 108 MAIN STREET",DILLON,SC,29536,DILLON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:125341",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070258561,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.416759 -79.371705,45033970300,+34.4536751,-079.4414521,34.435593,-79.383068,110070258561
DRAKE ST. PROPERTY,"1002, 1030 DRAKE ST.",COLUMBIA,SC,29209,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:67361",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30872,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038718000,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.982717 -80.957611,45079011603,+33.9850728,-080.9522562,33.98250947,-80.95843323,110038718000
DUGGAN TRUST PROPERTY,ALSTON AVENUE,NORTH CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:137562",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32573,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045013105,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.91884 -80.0383,45019003105,+32.9118630,-080.0314105,32.9151629,-80.0391931,110045013105
EAST NORTH STREET,EAST NORTH ST.,GREENVILLE,SC,29607,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:206744",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247858,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.8549 -82.3841,"",+34.8631405,-082.3765112,34.861167,-82.37132,110070247858
EASTER SEALS BUILDING,3020 FARROW ROAD,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:122263",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32163,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043637188,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.028035 -81.026704,45079000900,+34.0295244,-081.0156371,34.028896,-81.02598,110043637188
ELKAY INDUSTRIES,DICEY CREEK ROAD,CAMDEN,SC,29020,KERSHAW,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:10365",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:29972,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110015336992,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.271517 -80.568229,45055970500,+34.2954753,-080.6158639,34.269433,-80.602891,110015336992
EMMANUEL CHURCH,1723 BLUE RIDGE TERRACE,COLUMBIA,SC,29203,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:130261",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32396,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043637767,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.08894 -81.04846,45079001000,+34.0186611,-081.0204553,34.0216555,-81.0230189,110043637767
EXPRESS CAB PROPERTY,1836 MEETING STREET ROAD,CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:163962",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33047,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110059721314,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.828761 -79.952117,45019005400,+32.8200646,-079.9429888,32.828644,-79.95208,110059721314
FAIRFAX COMMUNITY BUILDING,635 ALLENDALE FAIRFAX HIGHWAY,FAIRFAX,SC,29827,ALLENDALE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:240474",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070605144,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.960935 -81.240209,45005970400,+32.8745690,-081.3241455,32.961063,-81.24026,110070605144
FAIRFAX DIMENSIONS,HIGHWAY 278,FAIRFAX,SC,29827,ALLENDALE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:237324",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070789446,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.958733 -81.236728,45005970400,+32.8745690,-081.3241455,32.95883,-81.236972,110070789446
FAIRFOREST WAY PROPERTIES,475 FAIRFOREST WAY,GREENVILLE,SC,29673,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:146621",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32743,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054365227,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.787272 -82.349824,45045002901,+34.7895220,-082.3456019,34.787777,-82.3495,110054365227
FAIRGROUNDS,575 & 581 FAIRGROUNDS ROAD,SPARTANBURG,SC,29303,SPARTANBURG,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:110081",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:31965,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044214999,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.960569 -81.953552,45083021600,+34.9766538,-081.9550681,34.95845547,-81.95311738,110044214999
FARMER'S GRAIN & SUPPLY DEVELOPMENT TRACT,437 BURTON'S FERRY HIGHWAY,ULMER,SC,29849,ALLENDALE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:240434",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070605123,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.096079 -81.208904,45005970300,+33.0551986,-081.2151634,33.0963,-81.20993,110070605123
FEED AND SEED SITE,706 E. WHITE STREET,ROCK HILL,SC,29731,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:74701",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30953,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038760070,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.921774 -81.013928,45091060300,+34.9144554,-081.0197342,34.9216705,-81.01390724,110038760070
FEWELL PROPERTY,121 WHITE STREET WEST,ROCK HILL,SC,29730,CHESTER,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:73061",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30930,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040478872,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.92835 -81.02782,45091060501,+34.9325443,-081.0382008,34.92812492,-81.02769822,110040478872
FLY ASH LANDFILL AT FORMER RIEGEL MILL,MILL STREET,WARE SHOALS,SC,29692,GREENWOOD,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:18261",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30491,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038748399,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.39905 -82.24455,45047970102,+34.3181322,-082.2696150,34.399048,-82.24454,110038748399
FORMER BC COMPONENTS,6071 ST. ANDREWS ROAD,COLUMBIA,SC,29212,LEXINGTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:18222",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30489,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038748380,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.053598 -81.159622,45079010407,+34.0504530,-081.0900867,34.050555,-81.1025904,110038748380
FORMER BEATTIE PLANT,700 NORTH WOODS DRIVE,FOUNTAIN INN,SC,29644,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:223521",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33773,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004628,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.69858 -82.23262,45045003101,+34.7043385,-082.2045941,34.696365,-82.23022,110070004628
FORMER BELK PROPERTY,125 HAMPTON AVENUE,KINGSTREE,SC,29556,WILLIAMSBURG,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:149968",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32863,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054625679,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.66445 -79.82881,45089970600,+33.6990298,-079.8814089,33.66476,-79.82892,110054625679
FORMER BI-LO SHOPPING CENTER,1001 OLD RIVER ROAD,CAMDCEN,SC,29020,,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:244350",,,,,,,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.244649 -80.616779,45055970800,+34.2226390,-080.5951484,34.245033,-80.6174,
FORMER BOBBIN MANUFACTURER,4 NEWLAND AVENUE,GREENVILLE,SC,29609,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:223481",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33771,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004535,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.88746 -82.40771,45045002302,+34.8811322,-082.4173125,34.887302,-82.40739,110070004535
FORMER BUTLER HIGH SCHOOL,1103 SOUTH 6TH STREET,HARTSVILLE,SC,29551,DARLINGTON COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:131681",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32419,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043638007,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.359332 -80.070283,45031010700,+34.3541929,-080.0756425,34.3641411,-80.0714517,110043638007
FORMER CHERAW RECYCLING CENTER,61 ACL AVENUE,CHERAW,SC,29520,CHESTERFIELD,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:228142",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33833,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070164185,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.692981 -79.87927,45025950600,+34.5951251,-079.8967144,34.692966,-79.87921,110070164185
FORMER CITY HALL PROPERTY,4900 LACROSS ROAD,NORTH CHARLESTON,SC,29406,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:150002",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32865,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054625697,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.87938 -80.01373,45019003111,+32.8740625,-080.0295600,32.879021,-80.013239,110054625697
FORMER COAL TIPPLE SITE,GREENLEAF ROAD,CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:177223",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33355,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063009300,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.82056 -79.95126,45019005400,+32.8200646,-079.9429888,32.8225693,-79.9462119,110063009300
FORMER COMMERCIAL PRINTER,1433 POINSETT HIGHWAY,GREENVILLE,SC,29609,GREENVILLE COUNTY,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:222581",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33762,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004515,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.88627 -82.40524,45045002303,+34.8728159,-082.4105209,34.8675808,-82.4044255,110070004515
FORMER DEE'S SERVICE STATION,3223 SPRUILL AVENUE,NORTH CHARLESTON,SC,29405,CHARLESTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:133504",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32450,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045010536,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.856117 -79.968738,45019004300,+32.8501669,-079.9673955,32.85645,-79.96917,110045010536
FORMER DHEC BUILDING,124 EPPS STREET,LAKE CITY,SC,29560,FLORENCE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:241560",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070790036,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.87174 -79.756937,45041002201,+33.8669969,-079.7884800,33.87224,-79.75642,110070790036
FORMER FOX THEATER,1607 MAIN STREET,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:114221",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:32096,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041720279,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.0069 -81.03608,45079003100,+34.0078902,-081.0307786,34.00683,-81.036,110041720279
FORMER FOX THEATER (NICKLODEON),1607 MAIN STREET,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:229342",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33854,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070117630,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.0069 -81.03608,45079003100,+34.0078902,-081.0307786,34.00683,-81.036,110070117630
FORMER FREIGHT DEPOT PROPERTY,1911 SOUTH MAIN STREET,GREENWOOD,SC,29648,GREENWOOD,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:58861",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30826,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038758537,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.16754 -82.14277,45047970500,+34.1960292,-082.1475885,34.1903705,-82.1602772,110038758537
FORMER GARAGE SITE,910 S MAIN ST,DARLINGTON,SC,29532,DARLINGTON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:126021",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070258560,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.29208 -79.86341,45031011400,+34.2667090,-079.8343225,34.291915,-79.863415,110070258560
FORMER GETTYS MIDDLE SCHOOL,105 STEWART DRIVE,EASLEY,SC,29641,PICKENS,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:242444",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070790002,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.83011 -82.58322,45077010804,+34.8226519,-082.5830564,34.83132,-82.58243,110070790002
FORMER GLOBE SERVICE STATION,1306 S MURRAY AVE,ANDERSON,SC,29624,ANDERSON,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:134070",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110017034868,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.492834 -82.649966,45007000700,+34.4939131,-082.6616905,34.492737,-82.64997,110017034868
FORMER GREEN PLAZA,205 PETE HOLLIS BLVD,GREENVILLE,SC,29602,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:235311",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070247627,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.86181 -82.40737,45045000900,+34.8607575,-082.4098233,34.861435,-82.40705,110070247627
FORMER GREENWOOD MILLS FOUNDRY,122 FOUNDRY ROAD,GREENWOOD,SC,29648,GREENWOOD,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:58841",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:30825,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038758528,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.169295 -82.14269,45047970800,+34.1118770,-082.1861034,34.16929,-82.14272,110038758528
FORMER MAIN AND TAYLOR SHOES SITE,1614 MAIN STREET,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:229343",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33855,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070117655,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.00708 -81.03616,45079003100,+34.0078902,-081.0307786,34.006924,-81.036026,110070117655
FORMER MARGARINE FACTORY,1430 & 1434 POINSETT HWY,GREENVILLE,SC,29609,GREENVILLE,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:223401",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:33767,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004533,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.886596 -82.404991,45045002304,+34.8877798,-082.3940491,34.88558972,-82.40506241,110070004533
FORMER MCCORYS STORE BUILDING,1556 MAIN STREET,COLUMBIA,SC,29201,RICHLAND,,"https://ofmpub.epa.gov/apex/cimc/f?p=100:31::::31,0:P31_ID:229341",,,,,https://ofmpub.epa.gov/apex/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE:,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043637632,https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.0064 -81.03587,45079003100,+34.0078902,-081.0307786,34.006058,-81.035645,110043637632
